Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
12-07-2005,MARUTI,EQ,447.15,448.35,461.25,448.05,455.25,456.6,454.76,1406090,6.39E+13,,398528,0.2834
13-07-2005,MARUTI,EQ,456.6,457.9,462.9,449.1,449.4,450.5,456.54,880297,4.02E+13,,193127,0.2194
14-07-2005,MARUTI,EQ,450.5,450.6,455,448,449.05,449.65,451.38,643575,2.90E+13,,138920,0.2159
15-07-2005,MARUTI,EQ,449.65,450.2,455,448.2,453.3,454.1,452.24,505885,2.29E+13,,156905,0.3102
18-07-2005,MARUTI,EQ,454.1,455,458.95,451,452.1,452.8,453.8,506155,2.30E+13,,172105,0.34
19-07-2005,MARUTI,EQ,452.8,453.4,459.9,452.25,459,458.15,456.71,543954,2.48E+13,,123201,0.2265
20-07-2005,MARUTI,EQ,458.15,459.9,464.5,456,459,460.15,461.85,549445,2.54E+13,,162128,0.2951
21-07-2005,MARUTI,EQ,460.15,461,467,454.5,463,464.55,460.52,616423,2.84E+13,,191324,0.3104
22-07-2005,MARUTI,EQ,464.55,463.9,469,457.65,462,463.2,463.13,986389,4.57E+13,,317186,0.3216
25-07-2005,MARUTI,EQ,463.2,464.9,476,462,467.2,465.25,469.3,2185314,1.03E+14,,740273,0.3387
26-07-2005,MARUTI,EQ,465.25,468,472,460,466.5,469.15,467.5,1246513,5.83E+13,,497656,0.3992
27-07-2005,MARUTI,EQ,469.15,467,486.4,467,476.8,482.1,479.22,1324542,6.35E+13,,390082,0.2945
29-07-2005,MARUTI,EQ,482.1,471,489,436.95,480,482.7,481.48,1237420,5.96E+13,,580948,0.4695
01-08-2005,MARUTI,EQ,482.7,480,495.5,477,491.4,492,489.45,1773054,8.68E+13,,423814,0.239
02-08-2005,MARUTI,EQ,492,495,504,491,496.55,498.15,499.33,1579176,7.89E+13,,379858,0.2405
03-08-2005,MARUTI,EQ,498.15,500,508.5,491.8,500,500.45,501.31,2023659,1.01E+14,,517682,0.2558
04-08-2005,MARUTI,EQ,500.45,500.3,504.95,496,501.2,500.65,501.23,1036724,5.20E+13,,163498,0.1577
05-08-2005,MARUTI,EQ,500.65,501.2,512.4,496.5,502,501.8,506.38,2246189,1.14E+14,,657265,0.2926
08-08-2005,MARUTI,EQ,501.8,500,504.75,490.6,499,496.05,495.55,1614326,8.00E+13,,625935,0.3877
09-08-2005,MARUTI,EQ,496.05,498,498,483.1,487,485.8,488.77,1292430,6.32E+13,,463044,0.3583
10-08-2005,MARUTI,EQ,485.8,490,490,473.65,479.05,479.35,479.12,944785,4.53E+13,,356246,0.3771
11-08-2005,MARUTI,EQ,479.35,482,490.45,480,480.5,483.4,485.67,958229,4.65E+13,,306854,0.3202
12-08-2005,MARUTI,EQ,483.4,483.45,487,475.05,476,476.25,479.06,903833,4.33E+13,,322580,0.3569
16-08-2005,MARUTI,EQ,476.25,478,484.8,470.05,471,472.75,474.08,562634,2.67E+13,,208859,0.3712
17-08-2005,MARUTI,EQ,472.75,468,477.1,466.6,474.2,475.95,474.54,694732,3.30E+13,,259387,0.3734
18-08-2005,MARUTI,EQ,475.95,477.1,488,472,472,474.6,479.05,521621,2.50E+13,,111048,0.2129
19-08-2005,MARUTI,EQ,474.6,475,484,472,479,480.1,479.33,574512,2.75E+13,,138427,0.2409
22-08-2005,MARUTI,EQ,480.1,485,485,475.05,476.4,477.95,479.31,462088,2.21E+13,,121529,0.263
23-08-2005,MARUTI,EQ,477.95,476.6,478.95,465.55,470,469.35,471.25,573088,2.70E+13,,184001,0.3211
24-08-2005,MARUTI,EQ,469.35,471,471,462.2,467.2,467.6,467.36,565613,2.64E+13,,153860,0.272
25-08-2005,MARUTI,EQ,467.6,489,489,455.9,468,461.25,461.4,876956,4.05E+13,,355019,0.4048
26-08-2005,MARUTI,EQ,461.25,463,478,463,478,474.75,472.09,962234,4.54E+13,,412004,0.4282
29-08-2005,MARUTI,EQ,474.75,474.9,475,460,466.4,465.75,463.96,479814,2.23E+13,,209456,0.4365
30-08-2005,MARUTI,EQ,465.75,471,474.85,466.2,471.2,472.6,470.37,273706,1.29E+13,,61610,0.2251
31-08-2005,MARUTI,EQ,472.6,474.85,475,467,471,470.15,470.42,292373,1.38E+13,,114796,0.3926
01-09-2005,MARUTI,EQ,470.15,475.5,489,475,489,485.1,482.07,781983,3.77E+13,,351555,0.4496
02-09-2005,MARUTI,EQ,485.1,493,522,493,510.6,511.65,510.43,4474732,2.28E+14,,861092,0.1924
05-09-2005,MARUTI,EQ,511.65,511,518,502.4,505.2,504.95,510.35,906901,4.63E+13,,142299,0.1569
06-09-2005,MARUTI,EQ,504.95,508,508,495.15,504,502.85,500.74,884177,4.43E+13,,154341,0.1746
08-09-2005,MARUTI,EQ,502.85,503,508.8,500,502,502.25,504.1,549630,2.77E+13,,155269,0.2825
09-09-2005,MARUTI,EQ,502.25,500,515,497.1,510.1,511.15,507.73,1203321,6.11E+13,,553279,0.4598
12-09-2005,MARUTI,EQ,511.15,518,518,507.9,510.4,510.45,511.13,480190,2.45E+13,,132727,0.2764
13-09-2005,MARUTI,EQ,510.45,510.95,525.9,510.3,524,520.8,516.28,813138,4.20E+13,,360641,0.4435
14-09-2005,MARUTI,EQ,520.8,520.8,534.85,515.5,529,525.95,527.97,1619964,8.55E+13,,267102,0.1649
15-09-2005,MARUTI,EQ,525.95,532.8,545,529.4,544.35,541.8,538.47,1725988,9.29E+13,,632640,0.3665
16-09-2005,MARUTI,EQ,541.8,544.8,584,541,575,562,551.92,1731170,9.55E+13,,489089,0.2825
19-09-2005,MARUTI,EQ,562,570,598.45,560,578.5,589.55,582.15,2941573,1.71E+14,,373476,0.127
20-09-2005,MARUTI,EQ,589.55,591,591,568,570.7,570.3,574.18,1539446,8.84E+13,,363783,0.2363
21-09-2005,MARUTI,EQ,570.3,570,570,539,555.5,556.9,553.14,1896567,1.05E+14,,504241,0.2659
22-09-2005,MARUTI,EQ,556.9,555,565.7,537,542,543.65,556.2,1678916,9.34E+13,,325903,0.1941
23-09-2005,MARUTI,EQ,543.65,545,567,543,550.8,550.4,555.42,1603517,8.91E+13,,354575,0.2211
26-09-2005,MARUTI,EQ,550.4,560,575,554,569.5,570.95,568.06,1004965,5.71E+13,,242497,0.2413
27-09-2005,MARUTI,EQ,570.95,573.9,580.45,556.1,559.5,560.1,569.16,1246992,7.10E+13,,192329,0.1542
28-09-2005,MARUTI,EQ,560.1,565,571.7,561.15,564.1,564.25,566.57,1057802,5.99E+13,,205203,0.194
29-09-2005,MARUTI,EQ,564.25,565.5,576.9,558.6,561.1,565.2,569.34,2048180,1.17E+14,,689555,0.3367
30-09-2005,MARUTI,EQ,565.2,560.5,566.85,525.55,563.9,559.8,556.54,919597,5.12E+13,,191505,0.2082
03-10-2005,MARUTI,EQ,559.8,566,586.9,560.15,577.5,578.2,577.49,1536773,8.87E+13,,328761,0.2139
04-10-2005,MARUTI,EQ,578.2,580,600.7,579,588,589.65,592.51,2222652,1.32E+14,,361243,0.1625
05-10-2005,MARUTI,EQ,589.65,590,594.5,581,583,586.8,589.84,1245306,7.35E+13,,151149,0.1214
06-10-2005,MARUTI,EQ,586.8,583,583,561.25,574.9,573.4,575.6,777754,4.48E+13,,119209,0.1533
07-10-2005,MARUTI,EQ,573.4,575,578.6,559.1,574.55,572.05,571.15,1336465,7.63E+13,,276051,0.2066
10-10-2005,MARUTI,EQ,572.05,577.1,577.1,556.5,559.9,559.75,563.13,1209472,6.81E+13,,505108,0.4176
11-10-2005,MARUTI,EQ,559.75,561,575,550,574.9,573,562.97,1066433,6.00E+13,,158598,0.1487
13-10-2005,MARUTI,EQ,573,574,575,555,555,557.8,566.84,954969,5.41E+13,,199635,0.209
14-10-2005,MARUTI,EQ,557.8,557.8,557.8,530.6,531,533.85,542.49,1700017,9.22E+13,,455969,0.2682
17-10-2005,MARUTI,EQ,533.85,536,547.05,525.75,543.6,544.45,538.51,1593572,8.58E+13,,307146,0.1927
18-10-2005,MARUTI,EQ,544.45,540,557.25,539,546.9,551.7,550.86,1118020,6.16E+13,,284019,0.254
19-10-2005,MARUTI,EQ,551.7,549,549,533.15,536,538.55,541.85,825000,4.47E+13,,201096,0.2438
20-10-2005,MARUTI,EQ,538.55,544.5,551,526.2,541,536.5,538.79,782324,4.22E+13,,86077,0.11
21-10-2005,MARUTI,EQ,536.5,539,563,531.45,562,559.1,547.84,824429,4.52E+13,,172383,0.2091
24-10-2005,MARUTI,EQ,559.1,556.25,581,556.25,571,572,572.84,1745374,1.00E+14,,558485,0.32
25-10-2005,MARUTI,EQ,572,572,576.25,547.9,562,558.6,557.7,1980144,1.10E+14,,491692,0.2483
26-10-2005,MARUTI,EQ,558.6,562,565,547.15,547.5,550.05,554.15,794070,4.40E+13,,61377,0.0773
27-10-2005,MARUTI,EQ,550.05,553.8,553.8,528.1,532.2,532.6,538.39,1198634,6.45E+13,,412232,0.3439
28-10-2005,MARUTI,EQ,532.6,532.5,537.95,503.1,514.7,513.9,514.45,2396154,1.23E+14,,512712,0.214
31-10-2005,MARUTI,EQ,513.9,519,556.4,515.45,551.05,549.2,534.69,982502,5.25E+13,,163266,0.1662
01-11-2005,MARUTI,EQ,549.2,554,558.85,499.8,544,549.3,552.22,210734,1.16E+13,,24085,0.1143
02-11-2005,MARUTI,EQ,549.3,544,548,535.1,542,542.2,541.22,948006,5.13E+13,,353006,0.3724
07-11-2005,MARUTI,EQ,542.2,545,564.5,541.05,555.65,555.9,556.86,1521417,8.47E+13,,666476,0.4381
08-11-2005,MARUTI,EQ,555.9,561,577.3,556.55,574.9,572.5,568.13,1197534,6.80E+13,,257798,0.2153
09-11-2005,MARUTI,EQ,572.5,576,583.45,567.85,578,575.4,575.15,1097804,6.31E+13,,61179,0.0557
10-11-2005,MARUTI,EQ,575.4,578,581.95,569.3,581.3,579.4,574.62,688974,3.96E+13,,75842,0.1101
11-11-2005,MARUTI,EQ,579.4,580,586,575.15,578.3,580.95,581.59,1187476,6.91E+13,,346969,0.2922
14-11-2005,MARUTI,EQ,580.95,585,591.2,567.25,575,574.2,577.77,1325387,7.66E+13,,304445,0.2297
16-11-2005,MARUTI,EQ,574.2,575.35,584.75,571,581.85,581.9,579.54,904737,5.24E+13,,194264,0.2147
17-11-2005,MARUTI,EQ,581.9,581,592,579.9,586.55,588.8,588.05,1021274,6.01E+13,,170413,0.1669
18-11-2005,MARUTI,EQ,588.8,589,612.95,589,603.5,608.95,604.31,2567962,1.55E+14,,387862,0.151
21-11-2005,MARUTI,EQ,608.95,608,611.75,591.25,592.05,595.6,603.78,1913600,1.16E+14,,331497,0.1732
22-11-2005,MARUTI,EQ,595.6,591.25,594.5,576.3,579,579.1,586.24,2032981,1.19E+14,,646648,0.3181
23-11-2005,MARUTI,EQ,579.1,585,602.8,578,599.55,598.15,590.97,2290322,1.35E+14,,783153,0.3419
24-11-2005,MARUTI,EQ,598.15,598,609.85,597.05,598.65,599.5,604.23,2461572,1.49E+14,,805004,0.327
25-11-2005,MARUTI,EQ,599.5,602,621.45,601.3,619.9,619.5,611.75,2223594,1.36E+14,,431437,0.194
26-11-2005,MARUTI,EQ,619.5,620,624.5,606,617.4,618.45,619.52,721990,4.47E+13,,73624,0.102
28-11-2005,MARUTI,EQ,618.45,621.9,634.2,619.05,633.1,632.35,627.52,1688909,1.06E+14,,583544,0.3455
29-11-2005,MARUTI,EQ,632.35,630,632.35,615.05,616,617.6,620.58,1059455,6.57E+13,,234153,0.221
30-11-2005,MARUTI,EQ,617.6,623,628.5,610.05,614,613.4,619.57,2082839,1.29E+14,,682947,0.3279
01-12-2005,MARUTI,EQ,613.4,615,625.9,605.4,619.7,622.85,615.18,1908770,1.17E+14,,426365,0.2234
02-12-2005,MARUTI,EQ,622.85,625,627.9,613,619,617.6,620.98,1189758,7.39E+13,,254060,0.2135
05-12-2005,MARUTI,EQ,617.6,619.4,628.4,613.55,615.05,619.3,621.82,1263973,7.86E+13,,205270,0.1624
06-12-2005,MARUTI,EQ,619.3,621,630,609.4,626,619.1,616.36,908407,5.60E+13,,138676,0.1527
07-12-2005,MARUTI,EQ,619.1,622,627.75,616.6,617.2,619.05,621.71,666922,4.15E+13,,134174,0.2012
08-12-2005,MARUTI,EQ,619.05,619.85,632,617.15,623.25,624.5,624.72,1336869,8.35E+13,,274345,0.2052
09-12-2005,MARUTI,EQ,624.5,626,650,625.3,649,646,636.34,1426507,9.08E+13,,410120,0.2875
12-12-2005,MARUTI,EQ,646,646,654.8,642,643,647.8,650.02,1041627,6.77E+13,,291347,0.2797
13-12-2005,MARUTI,EQ,647.8,641,666.95,641,666.95,661.65,654.85,1143285,7.49E+13,,135688,0.1187
14-12-2005,MARUTI,EQ,661.65,665.9,686.95,653.35,654.75,659,673.61,3014186,2.03E+14,,805826,0.2673
15-12-2005,MARUTI,EQ,659,655,666.4,642.25,651.5,646.85,655.32,1129336,7.40E+13,,187304,0.1659
16-12-2005,MARUTI,EQ,646.85,653.85,659.8,648,659,658,654.07,922677,6.03E+13,,129953,0.1408
19-12-2005,MARUTI,EQ,658,659.8,674.7,659.8,662.6,662.75,666.03,848689,5.65E+13,,66253,0.0781
20-12-2005,MARUTI,EQ,662.75,662.5,667,648.1,649.7,649.8,654.69,867963,5.68E+13,,161769,0.1864
21-12-2005,MARUTI,EQ,649.8,651,658,642,647.65,647.55,649.75,1323934,8.60E+13,,287947,0.2175
22-12-2005,MARUTI,EQ,647.55,654.85,654.85,637.15,640.5,640.55,643.52,935613,6.02E+13,,143033,0.1529
23-12-2005,MARUTI,EQ,640.55,644.9,648.85,624.05,626.3,626.5,637.08,857468,5.46E+13,,196585,0.2293
26-12-2005,MARUTI,EQ,626.5,629,629.9,612.35,614,614.25,617.23,572751,3.54E+13,,64542,0.1127
27-12-2005,MARUTI,EQ,614.25,615,633.5,606.6,630,631.3,626.29,758419,4.75E+13,,60813,0.0802
28-12-2005,MARUTI,EQ,631.3,632,645.45,626,627,628.65,634.65,1087101,6.90E+13,,188293,0.1732
29-12-2005,MARUTI,EQ,628.65,629,632.5,622,628,626.8,626.92,1066579,6.69E+13,,223031,0.2091
30-12-2005,MARUTI,EQ,626.8,628.4,639,628.4,632.4,635.8,634.06,714980,4.53E+13,,65093,0.091
02-01-2006,MARUTI,EQ,635.8,635.05,649.5,633.3,648,645.1,641.89,811345,5.21E+13,,241556,0.2977
03-01-2006,MARUTI,EQ,645.1,649.5,667.9,645.55,665,665.25,659.35,1114721,7.35E+13,,264921,0.2377
04-01-2006,MARUTI,EQ,665.25,669.9,674.5,631.55,663.9,662.35,660.94,523046,3.46E+13,,81721,0.1562
05-01-2006,MARUTI,EQ,662.35,665.95,678.45,661,670.15,670.8,670.45,1588968,1.07E+14,,438305,0.2758
06-01-2006,MARUTI,EQ,670.8,670,676.8,657.25,672.5,670.65,667.24,1379031,9.20E+13,,357538,0.2593
09-01-2006,MARUTI,EQ,670.65,650,674,650,658.05,661.3,666.82,598357,3.99E+13,,132557,0.2215
10-01-2006,MARUTI,EQ,661.3,661.9,667,648,651,653.05,657.52,925446,6.08E+13,,318058,0.3437
12-01-2006,MARUTI,EQ,653.05,653,672,642.25,655,662.55,662.03,2637277,1.75E+14,,1128805,0.428
13-01-2006,MARUTI,EQ,662.55,669,669,655.1,655.95,656.65,660.5,949708,6.27E+13,,313451,0.33
16-01-2006,MARUTI,EQ,656.65,651.2,664.15,650.05,661,658.7,657.13,532848,3.50E+13,,161777,0.3036
17-01-2006,MARUTI,EQ,658.7,661,665,649.05,652.1,650.95,655.31,563820,3.69E+13,,212069,0.3761
18-01-2006,MARUTI,EQ,650.95,650.25,658.4,637,646,645.55,642.96,734442,4.72E+13,,264477,0.3601
19-01-2006,MARUTI,EQ,645.55,652,663,650,661,660.8,656.92,534249,3.51E+13,,175494,0.3285
20-01-2006,MARUTI,EQ,660.8,669.75,712,645,707.1,706.3,689.91,3120634,2.15E+14,,821412,0.2632
23-01-2006,MARUTI,EQ,706.3,708,715.65,690,702.5,709.65,704.78,1714406,1.21E+14,,399442,0.233
24-01-2006,MARUTI,EQ,709.65,716,746.95,716,740,742.7,734.81,2734905,2.01E+14,,697400,0.255
25-01-2006,MARUTI,EQ,742.7,745,753.5,725.55,726,740.25,738.17,1350301,9.97E+13,,300717,0.2227
27-01-2006,MARUTI,EQ,740.25,737.8,769,730,761,761,757.13,1725255,1.31E+14,,343735,0.1992
30-01-2006,MARUTI,EQ,761,770,770,744.3,748,747.5,754.52,940825,7.10E+13,,184703,0.1963
31-01-2006,MARUTI,EQ,747.5,748,769,747.5,756.95,758.55,760.22,908619,6.91E+13,,178993,0.197
01-02-2006,MARUTI,EQ,758.55,757,764.05,738.25,742.05,742.75,751.49,941851,7.08E+13,,186491,0.198
02-02-2006,MARUTI,EQ,742.75,747.5,748,725.35,730,729.05,733.66,1009698,7.41E+13,,237792,0.2355
03-02-2006,MARUTI,EQ,729.05,730,742,724,730,730.25,734.51,942250,6.92E+13,,203775,0.2163
06-02-2006,MARUTI,EQ,730.25,729.25,744,724.05,738,738.35,738.9,1179685,8.72E+13,,463081,0.3925
07-02-2006,MARUTI,EQ,738.35,741,757.7,738.8,755.2,755.5,748.11,1818407,1.36E+14,,703854,0.3871
08-02-2006,MARUTI,EQ,755.5,756,773.8,750,761.9,765.85,764.82,2103704,1.61E+14,,557565,0.265
10-02-2006,MARUTI,EQ,765.85,765,775,761.1,761.1,767.1,769.08,645862,4.97E+13,,100272,0.1553
13-02-2006,MARUTI,EQ,767.1,767,781.7,759.05,779,779.9,773.42,933704,7.22E+13,,222697,0.2385
14-02-2006,MARUTI,EQ,779.9,781.4,787.4,764,765,770.65,775.34,1264636,9.81E+13,,331686,0.2623
15-02-2006,MARUTI,EQ,770.65,765,779.7,748,749.55,753,762.84,1291864,9.85E+13,,536997,0.4157
16-02-2006,MARUTI,EQ,753,756.5,775.8,752.95,760,763.8,766.05,2587133,1.98E+14,,1158010,0.4476
17-02-2006,MARUTI,EQ,763.8,765,779.95,754.45,766,760.9,768.86,3071009,2.36E+14,,1052712,0.3428
20-02-2006,MARUTI,EQ,760.9,764.8,789.45,753.05,787.3,787.05,773.69,2048629,1.58E+14,,670481,0.3273
21-02-2006,MARUTI,EQ,787.05,789,800,781.2,788,788.4,793.78,1969611,1.56E+14,,458892,0.233
22-02-2006,MARUTI,EQ,788.4,794.5,794.5,782.1,786.6,786.6,788.52,961099,7.58E+13,,201959,0.2101
23-02-2006,MARUTI,EQ,786.6,791.9,797.5,781.6,785.25,783.65,789.9,918783,7.26E+13,,252241,0.2745
24-02-2006,MARUTI,EQ,783.65,784.05,789,774.55,778,778.35,779.16,928197,7.23E+13,,329029,0.3545
27-02-2006,MARUTI,EQ,778.35,781.5,802.8,781.5,791.15,789.35,793.93,1579228,1.25E+14,,660094,0.418
28-02-2006,MARUTI,EQ,789.35,815,834.25,792,825.05,822.6,812.84,5456007,4.43E+14,,887911,0.1627
01-03-2006,MARUTI,EQ,822.6,827.9,919,825,903.1,888.55,858.77,4859572,4.17E+14,,1392300,0.2865
02-03-2006,MARUTI,EQ,888.55,914.9,936.85,889,898.2,905.75,913.36,6099005,5.57E+14,,1412860,0.2317
03-03-2006,MARUTI,EQ,905.75,905,939.7,900,924,931.2,920.68,5521274,5.08E+14,,1181488,0.214
06-03-2006,MARUTI,EQ,931.2,930,933.65,916.25,920.95,919.55,923.89,1781144,1.65E+14,,246549,0.1384
07-03-2006,MARUTI,EQ,919.55,922,926.9,907,920,918.8,917.63,1465845,1.35E+14,,330649,0.2256
08-03-2006,MARUTI,EQ,918.8,921,942.7,736,884,882.8,901.63,3235509,2.92E+14,,743642,0.2298
09-03-2006,MARUTI,EQ,882.8,891,892.8,848.2,867,867.15,866.27,3903980,3.38E+14,,1165184,0.2985
10-03-2006,MARUTI,EQ,867.15,871,885,864.2,877.85,878.7,875.8,2818128,2.47E+14,,624534,0.2216
13-03-2006,MARUTI,EQ,878.7,886.9,891.6,870.1,876.25,877.2,880.28,1837301,1.62E+14,,529049,0.2879
14-03-2006,MARUTI,EQ,877.2,877.6,886.5,863,868,866.3,876.37,2042293,1.79E+14,,428711,0.2099
16-03-2006,MARUTI,EQ,866.3,869.95,884,869.95,882,880.55,878.06,1504070,1.32E+14,,469847,0.3124
17-03-2006,MARUTI,EQ,880.55,884.95,895.9,873.05,877.25,876.7,885.6,3582572,3.17E+14,,949404,0.265
20-03-2006,MARUTI,EQ,876.7,884.95,889,877.1,880.5,881,883.17,1070586,9.46E+13,,304568,0.2845
21-03-2006,MARUTI,EQ,881,884,887.5,868,873.8,871.2,878.58,1478341,1.30E+14,,532962,0.3605
22-03-2006,MARUTI,EQ,871.2,873,873.9,842.3,848.65,846.7,853.87,2513858,2.15E+14,,877974,0.3493
23-03-2006,MARUTI,EQ,846.7,848,858,832.1,838.4,837.45,843.18,2465414,2.08E+14,,936832,0.38
24-03-2006,MARUTI,EQ,837.45,835,849,833,838,838.15,840.88,1681942,1.41E+14,,583386,0.3469
27-03-2006,MARUTI,EQ,838.15,841,846.95,835,835.5,838.55,842.24,1416769,1.19E+14,,544559,0.3844
28-03-2006,MARUTI,EQ,838.55,840,863,838.1,852.5,850.9,854.4,3277956,2.80E+14,,1145240,0.3494
29-03-2006,MARUTI,EQ,850.9,852.2,862.8,852,855,856.6,857.36,979606,8.40E+13,,260708,0.2661
30-03-2006,MARUTI,EQ,856.6,859,865.9,838.3,862,856.2,853.89,3592188,3.07E+14,,1929572,0.5372
31-03-2006,MARUTI,EQ,856.2,864.8,882,856,872.35,874.3,871.06,1742853,1.52E+14,,399512,0.2292
03-04-2006,MARUTI,EQ,874.3,880,913.95,878,910.4,910.3,901.09,2449344,2.21E+14,,802223,0.3275
04-04-2006,MARUTI,EQ,910.3,912,924.3,907.3,908.55,912.55,914.39,1886591,1.73E+14,,737527,0.3909
05-04-2006,MARUTI,EQ,912.55,916,921.8,904,918.15,916.6,912.68,885154,8.08E+13,,235549,0.2661
07-04-2006,MARUTI,EQ,916.6,920,922.9,877,893,894.3,900.97,1944303,1.75E+14,,938853,0.4829
10-04-2006,MARUTI,EQ,894.3,907,907,868.15,888,884.6,879.84,1061864,9.34E+13,,301971,0.2844
12-04-2006,MARUTI,EQ,884.6,888,888,830.4,845,841.85,863.43,1301170,1.12E+14,,467419,0.3592
13-04-2006,MARUTI,EQ,841.85,841.85,882.1,810.5,870,870.1,859.22,3885122,3.34E+14,,1107080,0.285
17-04-2006,MARUTI,EQ,870.1,882.05,886.7,870.15,885.5,881.8,877.85,749340,6.58E+13,,105041,0.1402
18-04-2006,MARUTI,EQ,881.8,876,903.3,876,880.5,881.4,890,1946493,1.73E+14,,679671,0.3492
19-04-2006,MARUTI,EQ,881.4,885.9,894.4,866.1,874.95,874.45,881.54,1236218,1.09E+14,,347573,0.2812
20-04-2006,MARUTI,EQ,874.45,878.9,890,867,880,882.6,880.01,914769,8.05E+13,,120132,0.1313
21-04-2006,MARUTI,EQ,882.6,883,915.75,882.9,903,904.05,905,2712753,2.46E+14,,894397,0.3297
24-04-2006,MARUTI,EQ,904.05,908,910,895.15,900.3,898.5,901.16,1070896,9.65E+13,,432394,0.4038
25-04-2006,MARUTI,EQ,898.5,902,902,860.25,869,868.35,881.55,728663,6.42E+13,,221722,0.3043
26-04-2006,MARUTI,EQ,868.35,884.8,928.9,874,925,923.5,903.96,2714610,2.45E+14,,447929,0.165
27-04-2006,MARUTI,EQ,923.5,928.9,942,892,900,899,909.88,2868782,2.61E+14,,1275228,0.4445
28-04-2006,MARUTI,EQ,899,860,924.9,852,923.1,919.95,905.11,1680507,1.52E+14,,419643,0.2497
29-04-2006,MARUTI,EQ,919.95,922,940,920,923.25,927.6,929.29,587034,5.46E+13,,77558,0.1321
02-05-2006,MARUTI,EQ,927.6,929,954,928,938.3,942.2,945.02,1123515,1.06E+14,,341983,0.3044
03-05-2006,MARUTI,EQ,942.2,942.5,967.85,935,959.25,963.45,957.22,1450104,1.39E+14,,458810,0.3164
04-05-2006,MARUTI,EQ,963.45,959,967.05,946,951.35,957.65,955.58,805189,7.69E+13,,177435,0.2204
05-05-2006,MARUTI,EQ,957.65,958,959.8,935.15,940.95,940.7,946.56,684786,6.48E+13,,215794,0.3151
08-05-2006,MARUTI,EQ,940.7,948,951.9,936.75,938,939.55,944.9,322648,3.05E+13,,64378,0.1995
09-05-2006,MARUTI,EQ,939.55,941,974.95,927.25,962,965.8,950.78,1157505,1.10E+14,,287243,0.2482
10-05-2006,MARUTI,EQ,965.8,970,972.5,945.15,949,952.95,962.16,479457,4.61E+13,,89372,0.1864
11-05-2006,MARUTI,EQ,952.95,951,954.7,930.4,945,937.2,943.65,467409,4.41E+13,,115263,0.2466
12-05-2006,MARUTI,EQ,937.2,930.4,948,920.25,937.1,932.8,939.57,652088,6.13E+13,,168243,0.258
15-05-2006,MARUTI,EQ,932.8,932,939.45,870,885,885.75,911.53,854223,7.79E+13,,253225,0.2964
16-05-2006,MARUTI,EQ,885.75,880,895,861,886.1,882.3,878.35,1458313,1.28E+14,,823966,0.565
17-05-2006,MARUTI,EQ,882.3,894.8,915.9,881,908.15,912.55,898.7,1679574,1.51E+14,,715455,0.426
18-05-2006,MARUTI,EQ,912.55,912.5,912.95,790.1,810,820.5,846.06,1112635,9.41E+13,,387599,0.3484
19-05-2006,MARUTI,EQ,820.5,830,854.4,769.45,799.9,783.55,809.48,1480598,1.20E+14,,605704,0.4091
22-05-2006,MARUTI,EQ,783.55,802.9,805,655,735,748.6,744.82,876824,6.53E+13,,376396,0.4293
23-05-2006,MARUTI,EQ,748.6,716.6,820,660,820,805.7,765.83,881671,6.75E+13,,403236,0.4574
24-05-2006,MARUTI,EQ,805.7,812,814.45,750.1,750.5,762.7,790.59,859547,6.80E+13,,322247,0.3749
25-05-2006,MARUTI,EQ,762.7,756.85,815,715.25,800,792.95,764.14,1258490,9.62E+13,,428395,0.3404
26-05-2006,MARUTI,EQ,792.95,798,811,780,786.5,791.7,796.52,1109850,8.84E+13,,388938,0.3504
29-05-2006,MARUTI,EQ,791.7,811,811.7,787.6,791.3,791.3,797.14,550832,4.39E+13,,141643,0.2571
30-05-2006,MARUTI,EQ,791.3,795,803.9,755.25,756,768.85,785.8,601594,4.73E+13,,81941,0.1362
31-05-2006,MARUTI,EQ,768.85,755.25,755.25,706.65,730,735,725.98,1168220,8.48E+13,,371432,0.3179
01-06-2006,MARUTI,EQ,735,739.4,756,671.15,685,683.6,716.84,3005035,2.15E+14,,1018067,0.3388
02-06-2006,MARUTI,EQ,683.6,690,819.4,690,768.1,769.7,740.95,3803522,2.82E+14,,1274269,0.335
05-06-2006,MARUTI,EQ,769.7,790,790,731.35,738.05,736.05,760.94,1940278,1.48E+14,,380546,0.1961
06-06-2006,MARUTI,EQ,736.05,710,751.5,706,740,730.9,730.41,2297473,1.68E+14,,481489,0.2096
07-06-2006,MARUTI,EQ,730.9,730,749.85,700,721,715.5,723.54,1406858,1.02E+14,,244467,0.1738
08-06-2006,MARUTI,EQ,715.5,709,734,675,725,718.1,708.7,1674681,1.19E+14,,449847,0.2686
09-06-2006,MARUTI,EQ,718.1,708,778,708,776.15,770.05,750.98,1043767,7.84E+13,,266778,0.2556
12-06-2006,MARUTI,EQ,770.05,770,789.5,742.2,747.5,750.65,762.68,1587384,1.21E+14,,266901,0.1681
13-06-2006,MARUTI,EQ,750.65,742.2,742.2,693.1,696.05,702.3,713.5,1341620,9.57E+13,,275500,0.2053
14-06-2006,MARUTI,EQ,702.3,720,780,668.1,682.05,680.75,698.59,2307842,1.61E+14,,605791,0.2625
15-06-2006,MARUTI,EQ,680.75,699.7,724,687.25,720,715.55,706.01,1518714,1.07E+14,,339542,0.2236
